Date,Solar Radiation (W/m²),Heat Flux Density (W/m²),Mean Temperature (°C),Vapor Pressure Slope (kPa/ºC),Wind Speed (m/s),T_min,T_max
2023-02-10,671.3693121716921,388.4182696556242,29.770174589893077,1.0968585294672037,5.312628977977563,27.44402597334543,34.52690380325436
2023-02-11,653.4479271859298,391.36860837773554,31.417924919336905,1.1335917173935341,5.116702488806311,25.71249434842129,33.81801945667583
2023-02-12,705.6894001305873,430.57511278229725,31.46892337212846,1.1371030397278854,1.454388250335502,25.229482918657606,38.462692564636505
2023-02-13,655.5841924032558,378.2215627102454,32.20115294142138,1.1748370122802232,6.108959931331332,30.864173465253128,38.13132413930304
2023-02-14,703.1338957645361,424.2810495331403,31.421159302584353,1.148674469848097,3.0041953849224114,29.264233107911902,36.25016374179719
2023-02-15,691.6659413388453,413.89910733228663,31.482772129329366,1.1408348980859686,5.165561915011088,26.736877357267772,35.729607944636534
2023-02-16,706.3306337802071,413.72631049788174,28.934908252762412,1.077407660224718,6.883598513240949,26.968893229978924,35.58782206546884
2023-02-17,716.115830119874,423.21015603543344,31.158700722793153,1.1223405791414771,5.5130592737808115,29.74973798830635,34.25100346377098
2023-02-18,739.6085553496425,441.1118979686932,35.87238994179071,1.2901925203613158,6.661937384713758,29.39980244798401,37.78796745366262
2023-02-19,727.3015507215114,427.6455113704952,32.01109450433233,1.1652167203488577,6.033421823001586,30.867047025595525,33.081860039049474
2023-02-20,721.1715868812864,412.86989313946,30.607626578558886,1.1062714489102576,3.668023517353655,25.525939068164767,35.40081301398574
2023-02-21,728.7432206319166,446.55852827028616,33.15754685208067,1.194388730427256,3.4574855398815196,30.13070793338426,39.47920659635098
2023-02-22,700.3532803172783,432.4757918640794,32.95293113177782,1.1688095416397446,5.614270095054997,31.74184464248678,39.47187867128421
2023-02-23,700.4277095660144,414.3757878140094,33.108632123056864,1.1794552852821876,3.434481780911616,26.338062413084337,34.36098924456988
2023-02-24,687.9649943224451,418.82402239725974,35.49836880230415,1.2413316361428735,0.24164964403712652,32.977858024464986,40.204512049599444
2023-02-25,702.2381427489397,429.01872850074295,31.12095175668614,1.1400213335331224,4.8217012015708685,29.834547603105076,35.91624944235347
2023-02-26,716.8463183536976,430.9433532757491,32.40018393743668,1.1699568167528904,8.496878054334832,30.397695235158388,38.218259934494505
2023-02-27,692.2709508203872,401.0841188631127,32.47178412419113,1.1703532541840826,5.62903133451781,30.70813422937162,38.93152496982864
2023-02-28,690.4222339026466,410.7705222244837,32.57545513128726,1.1973667163654795,3.006239375904987,26.248669043587814,39.40442648149096
2023-03-01,675.1617136344677,397.9149863253474,33.77314900616337,1.222911521278206,7.289679707031616,27.836447974473554,38.296151648656114
2023-03-02,717.0351945021176,428.5028857063183,29.445745544116278,1.091157361538081,4.832665209972075,26.122198420608278,34.04928143384681
2023-03-03,682.4410319498967,399.2584405264321,31.860608253049413,1.157694322463794,9.525935511834522,28.445567457692338,38.030580424307914
2023-03-04,689.9452652866622,427.12958361494606,35.4713622346101,1.2524002234569278,4.021305226074593,32.78314250498563,37.17322597157211
2023-03-05,671.1202641051304,395.5174367951771,32.47789903347096,1.1798860184511193,7.490973859978011,28.757619732676584,36.49831549539043
2023-03-06,680.4546360795887,404.60507342198395,31.8432377174952,1.1453406959280759,3.8275932564310544,28.274583287360123,35.30993550038711
2023-03-07,630.641121623273,368.51820523839086,32.75756438329456,1.1900374751559286,5.552652900316991,31.407705415031543,34.91906315200498
2023-03-08,665.2499665875586,386.490116287948,34.60662646009013,1.2482659264036882,5.92701263391351,32.67941517866269,39.787966971368974
2023-03-09,645.5586812932827,391.0411547591401,32.04070920895907,1.1619648693330649,6.165685909261204,29.063715951282386,34.78951286570491
2023-03-10,679.117641798146,403.7039117817656,31.55031193744081,1.1387454122629943,3.1009615491734017,24.865642809462095,33.8893621906155
2023-03-11,663.2744485402624,413.2752402317167,33.33232891412607,1.2073176905594734,6.115003036244615,27.391605236945985,37.248913305508005
2023-03-12,636.7129322784866,354.50057274755477,31.116107570810822,1.1305483697065009,6.472539853434936,26.593969340512984,32.9339634672654
2023-03-13,622.1566159717345,388.8780374362351,37.03473536520224,1.3028863765078915,6.643117410385361,35.34818213783149,39.83003304117034
2023-03-14,611.8542012001861,353.45721781353,32.95236192899355,1.2012503007986064,4.771275147656622,31.71318118109158,37.64171656801973
2023-03-15,635.811009361503,379.34232511124736,36.130382288667306,1.2919491615429703,4.751293065310254,30.384290482424827,42.378688862620734
2023-03-16,604.3562396447671,348.04676561134175,35.37875785964971,1.2724664222064845,3.5438926437531055,33.792655730900115,38.95411016027216
2023-03-17,645.6663117093177,392.9255386565794,31.8719321001532,1.1486238278623657,4.671840563319398,29.364932947367432,38.109189050331764
2023-03-18,583.8064230475763,346.64353625984967,34.755152533306855,1.2485697733626142,5.298791552500144,28.3193659979732,40.24461936972254
2023-03-19,584.6250409248378,345.9323537560724,31.057324401351693,1.1170355319189127,6.631696813896058,29.014648932203148,36.780377188638624
2023-03-20,570.4416315486325,333.2122476962514,36.49570272757765,1.3040664233724555,4.525955482073133,34.28831900975376,39.65228224824651
2023-03-21,554.1050303082112,335.9003977605112,35.1185136305122,1.2529673299432516,6.267016203846931,29.228515742528366,41.84218471198824
2023-03-22,583.5354899293246,360.3300969231224,33.76701501729892,1.1999727790439487,6.973272975625323,30.541457340173213,37.48928174960316
2023-03-23,551.783551821889,324.73323792947474,32.30637348076051,1.1807329249485112,4.797474356767841,29.452272283178672,36.37803929493592
2023-03-24,583.247766781823,361.54571334700034,37.778952589278695,1.3398542187706073,3.7241088291574016,31.675453392994065,40.7030895026192
2023-03-25,552.6731725242607,334.83659226090475,31.407622605769806,1.141993601898609,3.7541366151853475,29.345030516821673,35.62415583946945
2023-03-26,505.89258248500414,300.174272507784,33.48379748457647,1.1920798174264438,3.7747294981402253,27.141994699442716,34.68363320501895
2023-03-27,518.1831398408997,303.1272753396392,35.39868447761609,1.2526938490769672,4.03619386618461,29.679897209807493,42.24633069088572
2023-03-28,525.8552468907443,289.67914850175055,35.78750544271376,1.2848601462208429,2.79195874232152,30.946796083075327,40.09784971515623
2023-03-29,543.011007904375,331.48366910445094,33.05611511247892,1.1831153687430782,1.2162438919777818,27.47984497409115,34.448979168242474
2023-03-30,498.9940035851938,293.51472794284615,36.85713885987417,1.29855449140323,4.542597047373123,32.29093401177752,43.089282136793514
2023-03-31,494.11148651399753,303.24031535712413,35.6953620470607,1.2612352444684267,2.9005364274989196,29.381819341129773,42.48283094170458
2023-04-01,460.7827297306228,269.4468637786358,34.967400247710316,1.2667602083808098,6.402614152436804,33.79647134977334,37.609776831624536
2023-04-02,507.24534035902917,312.12783156134,36.04819361230522,1.2885410084190976,4.704054776779026,32.53781047416769,39.79729705274396
2023-04-03,428.61312079733216,270.45166744106166,35.80953820478922,1.26977323712058,2.8312825875534036,34.027269299361514,37.57770795734865
2023-04-04,469.0067989356174,276.6617741821243,31.62676965504385,1.141463654747796,5.985327045663679,28.145880640867226,34.37604102993119
2023-04-05,454.23960905746657,260.8483479023181,35.13385643026984,1.25169264002765,6.447081193720929,29.634467544049528,38.81599982936902
2023-04-06,451.66860552441204,252.5514360508846,33.723244042295605,1.2127889328269286,6.390904234679959,30.858320358934062,39.17666902964313
2023-04-07,448.67417093335854,287.207451039672,32.298933349136696,1.1763799309964114,5.726076486803479,25.898417620978385,37.344179391094855
2023-04-08,447.86479404238526,268.13828222318523,34.33630853028775,1.2196600110375546,0.1471761855744136,31.85191390113691,39.34849707619917
2023-04-09,418.0531788921133,251.61017101624083,33.89317763563634,1.212042752209659,4.547312404669521,30.75891877709161,39.62321205926183
2023-04-10,373.4234628314564,228.5840745171572,36.07406092941827,1.2832003445554285,6.2952660387031,29.485538300389766,42.29559271336759
2023-04-11,430.04118786755583,247.18952976051543,35.2023295737295,1.257111179809551,2.391391015071815,32.03292064454383,38.782719246494565
2023-04-12,376.7168997781187,212.9553540236105,31.301756567508384,1.136098367213301,2.880614627206397,29.015419829505785,34.35210591716032
2023-04-13,397.7893151421152,250.01971482069516,33.880477679923615,1.2149143844899137,9.202715973860121,29.976963821014035,36.48929815312531
2023-04-14,364.4326070947193,211.28713912915651,32.11036822644695,1.167230606454405,0.7613520465018224,29.29321052157837,34.619798755948835
2023-04-15,375.9739695496244,230.76568837765262,35.27698117500825,1.2478303101604835,5.321511258074759,32.694878725941344,36.39819651340397
2023-04-16,350.7798881281534,217.27290646738166,36.78992293721156,1.3029088525182204,6.675456514675905,31.717298491748636,42.83157841012454
2023-04-17,333.78256060187834,199.70148080387764,35.60357200478186,1.2623484563310956,5.519039369212736,32.89531497071763,37.74985908461489
2023-04-18,350.6428564694573,209.08360388728133,33.227688430281454,1.2097443610958443,8.205226457158084,29.487877887738463,39.7336680056945
2023-04-19,273.69293639515445,190.48138639386875,36.27973793811206,1.2934096008126943,3.800956300184331,32.90399984935721,39.91098413813684
2023-04-20,307.5659937396436,199.92430615158776,33.22291980500733,1.199101454489647,4.954596613298371,31.29966148502744,37.26564435883871
2023-04-21,305.8869870525078,178.12064103012577,33.335591958445946,1.1956965300485822,5.2417380466058185,29.306727624901256,38.25135838175872
2023-04-22,303.71839949638206,180.78974802529478,32.36615314833257,1.1414161191939711,1.2161797684217026,27.096820225989866,37.85382871472093
2023-04-23,275.98457877819055,176.69090520043875,34.42002198453128,1.240983708184555,3.4118733715728204,28.715541177493613,36.33950178068299
2023-04-24,240.28437009676622,163.73241591761854,34.07159997141336,1.220542911327257,4.865446553491427,31.99000064497969,40.9149592713631
2023-04-25,276.8275881695299,180.15848243047316,34.05071480046451,1.2154627780410445,3.036768560145962,28.595911966751192,37.20623619923751
2023-04-26,238.10818506369029,137.15499256095563,37.581616204228766,1.3273753010766585,4.421294384560959,32.22026690822043,42.115356676213715
2023-04-27,265.9825517438821,153.27023445379203,36.52839396261439,1.2892274493196514,8.433948960129353,31.846876564367424,41.69219607699611
2023-04-28,252.70823598886938,151.0013125833421,33.116008083958086,1.1916109923625224,4.8491971419355515,26.456255136684355,36.384278685125125
2023-04-29,236.73873953251208,152.48551768723817,37.819330224173704,1.3497737093877706,6.125581246191501,31.102644284876384,42.8976719502709
2023-04-30,259.99149334071876,159.1556882070415,36.203427512659346,1.3019028308970966,5.987948313022136,34.4740819632057,41.44198284803744
2023-05-01,245.31237022231397,156.65006342379178,32.41905682991259,1.1704607510487435,5.9993527309302515,28.78266120478896,33.43294116573128
2023-05-02,193.5330375428847,113.91652531722048,33.69044579593837,1.21315111442579,4.221066836548382,31.243989100254566,36.92191168596358
2023-05-03,170.8648343449821,111.1450575723742,34.56197314356805,1.241657529916023,7.219517737926442,32.249533713115945,37.52719969581346
2023-05-04,227.4002579974454,136.90142801313027,34.72811015789375,1.2420494187899471,4.322176014081188,30.923596172917843,41.15450493756034
2023-05-05,238.6029280229086,128.32054806388612,34.01138109001936,1.2253783868009516,5.823612526038429,32.74513087096633,38.292131523161586
2023-05-06,171.3743633378052,99.02535349815125,32.02107781225,1.1626497769723245,3.5585149469963437,26.915721316087485,36.7983073875024
2023-05-07,185.36827796459815,99.4591854083232,33.315814856919495,1.2094288748701203,2.709941277200134,30.81817321275382,38.640642730677996
2023-05-08,153.97507161040386,107.14801944072778,32.25822494900991,1.1461852909448014,5.136269330268522,29.106064784600896,33.79933420124567
2023-05-09,153.72500188855565,90.1196713386361,35.076744882573806,1.257366729115855,2.6661236616203885,28.44145237653069,41.30124954155193
2023-05-10,220.22649642741186,131.09237084433357,36.22097948395416,1.2891597347096293,4.6013328516344005,29.292045648109145,37.285941857897676
2023-05-11,164.29476573315017,103.23418809985523,32.26632877215599,1.1556389860583898,2.90711368657166,29.754038781564216,34.19525895276496
2023-05-12,151.97967000395087,88.05889876946063,34.341515626532534,1.2298462950015694,5.715582115190406,28.383711267017908,38.447264246817184
2023-05-13,148.18674726021695,92.77066861898378,34.767578807143735,1.248209280257977,6.945137761127839,30.00255979900931,38.26452168951863
2023-05-14,115.45021790954668,82.4764400756526,33.02801131075994,1.1860836071534422,2.885589271905811,26.418872041424457,38.482892973786086
2023-05-15,143.34090954559306,76.44275629920584,36.732009238379035,1.3004343617113145,6.157792176793442,34.44197673440436,42.0324067642919
2023-05-16,168.75849508698485,100.64837357082313,34.33444442160968,1.2382873291551755,5.776480218697916,32.032276588592104,37.80843946301623
2023-05-17,156.9949334507333,99.80218321797285,37.70578262249041,1.3199261573224925,4.687730713703643,36.104522109428466,39.14269089998416
2023-05-18,113.60042384697658,51.122761684562136,35.61296691138831,1.2690795605309488,2.2198574670045144,31.477006092500755,37.90891097822753
2023-05-19,102.3775578051999,79.26400138526142,31.716334977652405,1.1658871995454143,1.4132030048679214,25.737485526074302,35.964807822492666
2023-05-20,130.31830276440954,74.7296390290358,31.38068751178147,1.134712018984181,4.667786249503226,28.115055685615783,37.95338178365358
2023-05-21,114.60462776975211,59.11365353456802,32.662503609337506,1.181483461105401,7.727341343241434,27.521052859326232,33.69442966684033
2023-05-22,108.80786417998817,64.31914394546291,30.460613960188443,1.1276038483525057,5.107368154483474,27.698390146041643,34.710257131038325
2023-05-23,93.54169925619108,59.96024495630197,35.48648817757025,1.2621492340432539,3.6169425643433195,32.730071949096136,38.34990241538027
2023-05-24,122.87023181969893,76.6749559144389,33.51613813325091,1.2051854614819215,4.661959922038725,30.768531240623343,34.52136901845951
2023-05-25,105.82851729907536,70.20572396199998,29.582941849242086,1.0921147372632767,6.318117999957642,25.379165770844352,33.42583128718971
2023-05-26,102.28120020623753,56.59521718628763,30.131172088529414,1.1119486398022178,5.382588193898293,23.359986743877464,35.385797674420935
2023-05-27,102.34585388171668,69.8658704018526,32.19977464674831,1.141386856420323,2.179598624104224,29.031114079726844,33.657068569641794
2023-05-28,108.89979966050565,73.2724060359066,35.26198952669441,1.2501030492571537,2.793981375926917,32.66741577886295,42.25141436382199
2023-05-29,79.97316623295634,42.671617986412905,34.41841221863304,1.2269134487789066,7.275124966616673,30.82955981123967,41.34219059367521
2023-05-30,78.50912583668332,57.55899121166986,35.89640170961791,1.2789338115215931,6.101211365293614,29.24787074342301,39.89072448849935
2023-05-31,48.5151130572862,29.365506319314402,28.682758940706826,1.0746954629193892,7.851147265162253,21.903017656744197,33.12271936181955
2023-06-01,106.28812478111438,77.14983640608145,30.841581264246354,1.109249075563436,8.833234347534873,25.699813666518374,35.20758777426012
2023-06-02,138.5349937346899,69.35967178633584,31.117208003548896,1.1259896471949429,3.9144745181699045,27.962081522762045,33.633169069781836
2023-06-03,121.79568791053632,84.35004673307029,31.819784944402763,1.1538192986245341,3.9433825185753015,28.830788834807002,37.21813823655182
2023-06-04,101.67637196420975,69.90539358779081,30.11003988561796,1.1146942285189863,5.555528142617714,28.421387572351726,31.973424962867707
2023-06-05,80.77424958969651,56.15983861018796,32.33998003486714,1.1838565450179674,6.612112725144832,28.893368015777117,38.212748589058315
2023-06-06,97.68021144852938,71.21902685972302,31.91316327047255,1.1582204995043721,7.268236294025337,28.7270825526164,36.28451740702505
2023-06-07,94.14921031307283,62.37023439962222,35.47223742190483,1.2656241454978527,5.737292265472066,29.2391835158654,39.35244241245568
2023-06-08,116.19504666878967,89.16814074590727,33.417594333442814,1.1983393569628857,2.320452397061386,28.034796558366907,36.23483217190811
2023-06-09,106.42238117791453,59.277155931465,33.02580659992509,1.1923605220976203,3.1769291193352984,31.300511677700758,36.81933158424363
2023-06-10,123.30050989130328,73.05532958582766,32.35904248498487,1.1821321133485772,6.604075166375897,30.410704093557335,35.625682165028685
2023-06-11,109.35811985657111,58.49951038306297,27.29006659616121,1.0012816640897122,4.804614348043985,21.888339075601827,29.09590821791326
2023-06-12,93.81575174889906,55.42661652300698,28.621266298549266,1.0598165054946835,0.8367085421580587,25.87888836166863,33.50797450667315
2023-06-13,158.80017750029225,96.78658289800927,29.34438925641477,1.0960796990130242,8.25669085029561,22.847248357128684,35.17991561182433
2023-06-14,101.60172731193458,56.06934313129669,33.010932751755234,1.1862357665611332,3.780735497382416,31.802869111799765,37.52665056190381
2023-06-15,107.87318787491861,77.39247824975385,29.77793804021334,1.1162335186525139,6.291492777121492,23.825189559828416,35.244531764208475
2023-06-16,122.34482979343011,64.24523234669222,33.115979380506786,1.1941795595219065,8.975900566844057,26.368496805758525,35.07487174567086
2023-06-17,130.7176743213077,69.5539995615232,31.85711312488571,1.1543501843924864,8.9041577997666,26.206190535577758,37.468953955291624
2023-06-18,162.66337071008294,110.38011384890036,32.734616100767454,1.178273870090717,5.221787332097287,28.077867526332316,35.194498254383724
2023-06-19,159.99231333309797,93.05044928164946,31.613500940753564,1.1474642552781178,5.451190415451748,28.802795117778135,37.3079457056041
2023-06-20,148.37774630479615,94.89091577154751,30.415940026964517,1.1021838665933463,3.1308453103537257,23.463786355781465,33.60819864588721
2023-06-21,173.46568744577138,103.83015518860782,27.631566883628743,1.0252548308455607,7.8658589700107955,26.046715531557496,29.170205726147582
2023-06-22,213.96690258746662,142.1113276077492,30.54396206518078,1.1071517935858262,4.973465030657932,25.424293498509524,34.23417658251718
2023-06-23,183.38267514339088,114.89164669414343,28.587773080266654,1.0437862381323613,7.24039744653396,24.077817922295196,30.984322847751503
2023-06-24,186.73064185457585,101.45667137708068,28.214923015407514,1.0408754220173861,7.627935131745583,22.0112607487776,32.64927893706823
2023-06-25,203.1653784002834,102.49579278530024,27.61497122204181,1.0231437552436244,2.5454781282911845,23.137269571109186,30.373577043163742
2023-06-26,177.7713982582889,103.11135961937164,29.713512168670704,1.082167887511959,4.259801180994368,26.132069259784355,32.52037426602436
2023-06-27,258.77144034852665,149.98915996806656,27.976449272911985,1.045679001752581,7.335783094687069,25.851027988084674,33.12211049386516
2023-06-28,240.4058655724005,139.9581762040924,30.78002190997983,1.1084855731003112,2.500345644755467,27.210745017664856,33.185476168468526
2023-06-29,206.0375222539503,100.16506284704676,30.0452853520893,1.1060613233008256,6.9464501357657,24.873264217823596,36.79501150397343
2023-06-30,236.225581425187,164.42561875404363,28.907963181719115,1.0601214057934116,1.945145230284505,27.87755338761575,32.81594018126375
2023-07-01,190.8145988245663,128.49745118077817,30.365065437323384,1.1091876992937968,5.511254306807292,24.965688247113135,37.16685600172005
2023-07-02,247.23039106039786,154.96150934082831,27.533905329573667,1.0289207872664243,7.205972011446211,26.31770074924029,29.00765792688776
2023-07-03,248.81805891214864,152.32959077448106,28.475618535974558,1.0487421314088643,3.1555930845503544,23.95328601855378,33.11214065689207
2023-07-04,264.6527926721697,160.00752962863675,27.693882160575086,1.0277911159000908,0.6921592491344555,25.508411384076553,34.535309438428044
2023-07-05,252.32196688269616,154.1532840180179,26.874374867638732,0.9985686065506645,5.439238315113485,25.719891528492674,31.395460512152724
2023-07-06,295.5804066695957,164.92199168176379,29.110472175113234,1.068236517603718,4.824805941687359,27.813742351776575,35.14503569203089
2023-07-07,263.59931384714264,133.61293462988277,25.71071285819646,0.974422033995966,3.44236267867284,23.616752218406162,28.705743997978878
2023-07-08,315.13386413979237,191.92533246014904,27.353326366704934,1.01238815235855,6.226911979272316,24.01216813431738,28.69093834483618
2023-07-09,291.7499440190638,181.27841795599008,26.9290217819662,0.9968162652012679,5.577194515174525,25.49133843007932,28.058548713080963
2023-07-10,271.8729545148912,163.2835109822,28.07440232124341,1.045163680294527,3.20082749828796,27.04994031252484,34.36825000783868
2023-07-11,308.0286780545725,194.30060528497864,28.819098098101794,1.0572938965347605,4.8783636809474205,24.273631302249377,34.52277027897473
2023-07-12,362.8632608690455,223.291924347809,29.508113861977193,1.0682483210440568,8.305029807663473,26.1684458956855,32.18746926781344
2023-07-13,303.58864354638285,178.26650685001744,24.368311492096446,0.9265987866083848,7.0967811064727435,19.53377849631726,26.59494220568173
2023-07-14,324.0082760177789,179.37205326424672,24.483294430310604,0.9222735735623673,8.270080323463407,20.449531230147535,30.664160469570742
2023-07-15,361.27722758618626,203.92294752677435,23.338667368292402,0.9074761543437703,2.6255544028507365,18.917594698965992,26.136310305371964
2023-07-16,344.1995918573459,199.0100664571321,25.594043367787297,0.9626908925319918,4.576119843334547,23.59755996785856,30.301177172548496
2023-07-17,364.4924453308431,217.51354900965538,25.4773184946159,0.9719093077225187,4.171935670704324,22.477566026797305,29.1178303996586
2023-07-18,366.81861561618007,221.77546194606995,25.823153221277824,0.9817420025191054,6.424541055531275,23.267073096785342,32.19417017439989
2023-07-19,405.13236061115964,236.2946174745808,23.327171496555867,0.8984488151640639,6.051001276470736,20.011360946745206,30.011143998385375
2023-07-20,396.6873196207873,250.2456860041876,22.6672231623704,0.8775038551704027,4.2084636958059765,21.217486004159138,26.995244650748656
2023-07-21,435.26021158603163,278.5979491891093,21.17735111069463,0.8229936262756816,7.395258512166879,17.876270352898977,25.391997492320904
2023-07-22,387.9729422712694,231.4746527501585,22.392156416368064,0.8855908527726956,4.375632675688442,19.323045473525415,25.037542911532466
2023-07-23,458.71233601156064,276.0967909161995,24.599483341022648,0.9485978304950171,9.558020262306396,20.803363452185238,28.81625611787471
2023-07-24,454.8797450652248,261.3085074411431,25.45994071679305,0.9565134699661703,4.304081977834868,20.76058120015832,27.177333753387174
2023-07-25,452.29164559133534,284.8623656523853,31.83540671821824,1.1411985638028792,4.391988468224684,25.839830011399197,32.91815586522184
2023-07-26,465.7684849175925,297.41231191123086,22.461451285748463,0.8717814494519662,5.00677112867283,17.203582056019997,25.007705746806693
2023-07-27,457.18250711465276,275.35128669688856,24.44940980206894,0.924157878972985,8.728216001669852,19.845215233758317,30.801444624804486
2023-07-28,457.0292911128745,259.0799550773994,26.678155808710812,1.0168180736946497,4.898971477688096,21.204357571322365,31.83119168224822
2023-07-29,519.7557469157276,314.0671006562846,23.817872097855524,0.905962219141877,3.5288287932310087,18.372070647633258,25.948905830688755
2023-07-30,491.73231265976665,295.39252827187346,25.422640509987634,0.9535124068219489,2.7576074865960756,18.803472122936036,27.874537437853945
2023-07-31,479.64495106771847,291.15700436838966,21.978209320274892,0.8674271133759661,4.993214778211336,17.83259938323186,28.04041872741479
2023-08-01,520.7028103511797,313.96905178920144,24.748306426236276,0.9278988764122277,7.673910768314116,20.464582302175383,30.77056508798526
2023-08-02,525.1971535360593,306.441972903062,22.400025499620355,0.8806078492989959,4.742403482489056,20.73377860658576,28.11658773610992
2023-08-03,545.4299535036948,322.04562173580075,20.439822044202707,0.8224902636077155,5.179368567560199,14.381858368247071,24.5741634481006
2023-08-04,528.1118671501608,310.5273693343043,21.039096125045962,0.8192717708887404,5.6210576592132755,14.26480211576077,25.85208962491229
